2447;1
2266;50
1770;100
1522;150
1698;200
2510;250
2676;300
3327;350
5167;400
5835;450
1597;500
2240;550
1742;600
2952;650
4229;700
2793;750
3047;800
3331;850
6540;900
7055;950
7635;1000
4302;1050
7501;1100
5863;1150
5742;1200
5901;1250
6607;1300
11278;1350
7570;1400
11197;1450
15338;1500
16396;1550
9559;1600
9977;1650
13782;1700
12998;1750
11505;1800
12010;1850
12968;1900
20817;1950
15273;2000
14527;2050
15525;2100
23820;2150
16152;2200
17597;2250
24096;2300
33600;2350
19673;2400
22272;2450
22561;2500
22364;2550
25298;2600
24269;2650
34007;2700
29146;2750
25806;2800
34336;2850
36653;2900
36416;2950
38463;3000
45337;3050
40358;3100
40547;3150
41536;3200
44855;3250
41878;3300
47856;3350
45244;3400
47747;3450
53990;3500
55000;3550
75559;3600
56078;3650
107371;3700
70672;3750
97147;3800
66712;3850
62554;3900
62125;3950
74900;4000
74089;4050
84038;4100
93081;4150
77744;4200
71998;4250
75107;4300
78882;4350
76883;4400
83681;4450
86812;4500
88561;4550
85771;4600
89165;4650
85794;4700
87768;4750
89183;4800
95489;4850
98058;4900
94780;4950
95431;5000
98570;5050
101877;5100
119761;5150
102739;5200
109287;5250
111331;5300
110724;5350
123547;5400
113844;5450
119985;5500
249623;5550
123649;5600
123389;5650
123817;5700
129055;5750
134447;5800
130484;5850
138862;5900
139621;5950
148993;6000
145459;6050
145530;6100
146915;6150
150197;6200
170823;6250
150798;6300
156942;6350
157158;6400
165419;6450
158723;6500
163761;6550
163883;6600
176365;6650
172768;6700
176950;6750
173377;6800
177398;6850
184464;6900
184109;6950
184697;7000
187600;7050
191630;7100
202900;7150
201930;7200
205459;7250
202442;7300
207085;7350
221214;7400
224472;7450
214032;7500
218828;7550
220998;7600
226909;7650
225430;7700
231562;7750
237812;7800
237132;7850
246667;7900
245810;7950
243304;8000
253158;8050
255212;8100
249011;8150
265247;8200
257557;8250
268397;8300
264741;8350
284703;8400
281415;8450
271542;8500
283449;8550
273369;8600
284265;8650
287137;8700
284445;8750
294777;8800
296154;8850
296478;8900
298805;8950
311868;9000
322946;9050
320037;9100
318744;9150
322616;9200
320892;9250
327973;9300
334116;9350
330293;9400
335784;9450
341737;9500
345702;9550
345637;9600
354615;9650
358093;9700
355731;9750
364022;9800
367158;9850
374612;9900
372525;9950
378438;10000
