8252;1
29371;50
15397;100
38353;150
21462;200
31531;250
34655;300
59247;350
66324;400
82460;450
84457;500
133767;550
94675;600
144141;650
173183;700
159794;750
140449;800
159356;850
180315;900
218185;950
220219;1000
240024;1050
254733;1100
314424;1150
301279;1200
311641;1250
337390;1300
353944;1350
405834;1400
414461;1450
445110;1500
483387;1550
527270;1600
546302;1650
582335;1700
633792;1750
649170;1800
701562;1850
679522;1900
729367;1950
736236;2000
763356;2050
821904;2100
837222;2150
894290;2200
975768;2250
946879;2300
1019372;2350
1037639;2400
1093544;2450
1134355;2500
1173825;2550
1220127;2600
1272250;2650
1557908;2700
1416408;2750
1471491;2800
1475804;2850
1538104;2900
1554557;2950
1687268;3000
1669417;3050
1746752;3100
1799682;3150
2113266;3200
1940999;3250
1986404;3300
2014532;3350
2111878;3400
2161634;3450
2245835;3500
2277531;3550
2350502;3600
2456504;3650
2459651;3700
2576238;3750
2666284;3800
2669651;3850
3092791;3900
2853281;3950
2992866;4000
2953589;4050
3087897;4100
3085214;4150
3258192;4200
3676536;4250
3414753;4300
3518095;4350
3565746;4400
3646564;4450
3657458;4500
3746941;4550
4006045;4600
4228518;4650
4072911;4700
4169024;4750
4289153;4800
4856072;4850
4454330;4900
4562764;4950
4703204;5000
4805287;5050
4819942;5100
4911550;5150
5231146;5200
5148142;5250
5439758;5300
5442513;5350
5502903;5400
5529136;5450
5759308;5500
6013493;5550
5839227;5600
6386159;5650
6099601;5700
6077552;5750
6332604;5800
6593133;5850
6636923;5900
7146792;5950
7074856;6000
7193496;6050
7150318;6100
7106511;6150
7345347;6200
7438918;6250
7789889;6300
7857392;6350
8088158;6400
7828944;6450
7990753;6500
8137979;6550
8743006;6600
8490004;6650
8581394;6700
8985859;6750
9479773;6800
9186141;6850
9278304;6900
9709002;6950
9854788;7000
9674732;7050
10286619;7100
10138189;7150
11093870;7200
11057436;7250
10505899;7300
10594914;7350
12376678;7400
11770745;7450
10681060;7500
11546896;7550
12159964;7600
12798391;7650
12164317;7700
12660846;7750
12339335;7800
12099203;7850
12439969;7900
13214543;7950
12747957;8000
14090750;8050
13086128;8100
14034008;8150
13387071;8200
13235324;8250
13596230;8300
13982700;8350
13959937;8400
14267275;8450
14364441;8500
15137343;8550
14459988;8600
15054993;8650
15528531;8700
15348489;8750
15528133;8800
15903207;8850
15337869;8900
16020043;8950
16001662;9000
16385537;9050
15986173;9100
16094361;9150
16228827;9200
16367757;9250
17312978;9300
16751799;9350
17634021;9400
18113675;9450
18222823;9500
17942309;9550
18037193;9600
18404370;9650
20030681;9700
20243458;9750
19517784;9800
19612460;9850
19187334;9900
19127472;9950
20219468;10000
