11680;1
84276;50
96693;100
50075;150
39702;200
65695;250
57618;300
100948;350
70186;400
93530;450
109384;500
120541;550
113076;600
126137;650
153546;700
149776;750
192024;800
183738;850
195535;900
243603;950
235994;1000
237336;1050
313764;1100
306552;1150
338345;1200
377015;1250
350592;1300
293678;1350
385008;1400
311567;1450
353817;1500
406597;1550
422662;1600
426490;1650
462553;1700
420620;1750
463310;1800
491689;1850
432254;1900
564236;1950
424820;2000
451329;2050
473351;2100
442338;2150
480100;2200
672959;2250
583374;2300
661810;2350
546847;2400
519159;2450
531229;2500
542345;2550
552988;2600
550762;2650
555539;2700
578022;2750
568249;2800
597603;2850
938175;2900
697041;2950
706935;3000
649095;3050
634889;3100
691395;3150
676719;3200
720286;3250
712383;3300
708810;3350
798691;3400
1008110;3450
887449;3500
786151;3550
786316;3600
840485;3650
1020214;3700
973542;3750
823219;3800
859770;3850
939519;3900
880893;3950
867275;4000
960138;4050
890151;4100
1239589;4150
996373;4200
991671;4250
1040573;4300
1072046;4350
1097127;4400
1059995;4450
1380895;4500
1279636;4550
1293680;4600
1441148;4650
1191874;4700
1218236;4750
1384825;4800
1578874;4850
1330742;4900
1278667;4950
1246837;5000
1195287;5050
1512720;5100
1552830;5150
1264894;5200
1255438;5250
1172555;5300
1431340;5350
1997374;5400
1468861;5450
1438818;5500
1486396;5550
1479600;5600
1703529;5650
1357927;5700
1321646;5750
1341207;5800
1441155;5850
1767983;5900
1502421;5950
1494062;6000
1431309;6050
1445896;6100
1424209;6150
2049929;6200
1651356;6250
1648025;6300
1639887;6350
1560224;6400
1883703;6450
2046476;6500
1770229;6550
1533236;6600
1595825;6650
1613848;6700
1956271;6750
1599495;6800
1575807;6850
1954501;6900
1611526;6950
1644277;7000
1674365;7050
1704415;7100
1985179;7150
1855031;7200
1717445;7250
1818136;7300
2019578;7350
1911616;7400
2037135;7450
1741236;7500
1909267;7550
2144760;7600
1905522;7650
1947270;7700
1737603;7750
2171855;7800
1973670;7850
1850373;7900
1879201;7950
2260760;8000
2048909;8050
1999686;8100
2084479;8150
2331353;8200
2066120;8250
1879043;8300
1870855;8350
2413657;8400
2014691;8450
1982729;8500
2433197;8550
2038240;8600
2057843;8650
2260847;8700
2427408;8750
2130975;8800
2153200;8850
2583164;8900
2216003;8950
2136545;9000
2484071;9050
2209938;9100
2492298;9150
2242737;9200
2196684;9250
2554925;9300
2290603;9350
2447083;9400
2179922;9450
2640892;9500
2361468;9550
2342711;9600
2675733;9650
2281332;9700
2270109;9750
2713293;9800
2456565;9850
2354834;9900
2798466;9950
2382809;10000
