1;1;1;1
11;4;4;4
21;5;5;5
31;5;5;5
41;6;6;6
51;6;6;6
61;6;6;6
71;7;7;7
81;7;7;7
91;7;7;7
101;7;7;7
111;7;7;7
121;7;7;7
131;8;8;8
141;8;8;8
151;8;8;8
161;8;8;8
171;8;8;8
181;8;8;8
191;8;8;8
201;8;8;8
211;8;8;8
221;8;8;8
231;8;8;8
241;8;8;8
251;8;8;8
261;9;9;9
271;9;9;9
281;9;9;9
291;9;9;9
301;9;9;9
311;9;9;9
321;9;9;9
331;9;9;9
341;9;9;9
351;9;9;9
361;9;9;9
371;9;9;9
381;9;9;9
391;9;9;9
401;9;9;9
411;9;9;9
421;9;9;9
431;9;9;9
441;9;9;9
451;9;9;9
461;9;9;9
471;9;9;9
481;9;9;9
491;9;9;9
501;9;9;9
511;9;9;9
521;10;10;10
531;10;10;10
541;10;10;10
551;10;10;10
561;10;10;10
571;10;10;10
581;10;10;10
591;10;10;10
601;10;10;10
611;10;10;10
621;10;10;10
631;10;10;10
641;10;10;10
651;10;10;10
661;10;10;10
671;10;10;10
681;10;10;10
691;10;10;10
701;10;10;10
711;10;10;10
721;10;10;10
731;10;10;10
741;10;10;10
751;10;10;10
761;10;10;10
771;10;10;10
781;10;10;10
791;10;10;10
801;10;10;10
811;10;10;10
821;10;10;10
831;10;10;10
841;10;10;10
851;10;10;10
861;10;10;10
871;10;10;10
881;10;10;10
891;10;10;10
901;10;10;10
911;10;10;10
921;10;10;10
931;10;10;10
941;10;10;10
951;10;10;10
961;10;10;10
971;10;10;10
981;10;10;10
991;10;10;10
1001;10;10;10
1011;10;10;10
1021;10;10;10
1031;11;11;11
1041;11;11;11
1051;11;11;11
1061;11;11;11
1071;11;11;11
1081;11;11;11
1091;11;11;11
1101;11;11;11
1111;11;11;11
1121;11;11;11
1131;11;11;11
1141;11;11;11
1151;11;11;11
1161;11;11;11
1171;11;11;11
1181;11;11;11
1191;11;11;11
1201;11;11;11
1211;11;11;11
1221;11;11;11
1231;11;11;11
1241;11;11;11
1251;11;11;11
1261;11;11;11
1271;11;11;11
1281;11;11;11
1291;11;11;11
1301;11;11;11
1311;11;11;11
1321;11;11;11
1331;11;11;11
1341;11;11;11
1351;11;11;11
1361;11;11;11
1371;11;11;11
1381;11;11;11
1391;11;11;11
1401;11;11;11
1411;11;11;11
1421;11;11;11
1431;11;11;11
1441;11;11;11
1451;11;11;11
1461;11;11;11
1471;11;11;11
1481;11;11;11
1491;11;11;11
1501;11;11;11
1511;11;11;11
1521;11;11;11
1531;11;11;11
1541;11;11;11
1551;11;11;11
1561;11;11;11
1571;11;11;11
1581;11;11;11
1591;11;11;11
1601;11;11;11
1611;11;11;11
1621;11;11;11
1631;11;11;11
1641;11;11;11
1651;11;11;11
1661;11;11;11
1671;11;11;11
1681;11;11;11
1691;11;11;11
1701;11;11;11
1711;11;11;11
1721;11;11;11
1731;11;11;11
1741;11;11;11
1751;11;11;11
1761;11;11;11
1771;11;11;11
1781;11;11;11
1791;11;11;11
1801;11;11;11
1811;11;11;11
1821;11;11;11
1831;11;11;11
1841;11;11;11
1851;11;11;11
1861;11;11;11
1871;11;11;11
1881;11;11;11
1891;11;11;11
1901;11;11;11
1911;11;11;11
1921;11;11;11
1931;11;11;11
1941;11;11;11
1951;11;11;11
1961;11;11;11
1971;11;11;11
1981;11;11;11
1991;11;11;11
2001;11;11;11
2011;11;11;11
2021;11;11;11
2031;11;11;11
2041;11;11;11
2051;12;12;12
2061;12;12;12
2071;12;12;12
2081;12;12;12
2091;12;12;12
2101;12;12;12
2111;12;12;12
2121;12;12;12
2131;12;12;12
2141;12;12;12
2151;12;12;12
2161;12;12;12
2171;12;12;12
2181;12;12;12
2191;12;12;12
2201;12;12;12
2211;12;12;12
2221;12;12;12
2231;12;12;12
2241;12;12;12
2251;12;12;12
2261;12;12;12
2271;12;12;12
2281;12;12;12
2291;12;12;12
2301;12;12;12
2311;12;12;12
2321;12;12;12
2331;12;12;12
2341;12;12;12
2351;12;12;12
2361;12;12;12
2371;12;12;12
2381;12;12;12
2391;12;12;12
2401;12;12;12
2411;12;12;12
2421;12;12;12
2431;12;12;12
2441;12;12;12
2451;12;12;12
2461;12;12;12
2471;12;12;12
2481;12;12;12
2491;12;12;12
2501;12;12;12
2511;12;12;12
2521;12;12;12
2531;12;12;12
2541;12;12;12
2551;12;12;12
2561;12;12;12
2571;12;12;12
2581;12;12;12
2591;12;12;12
2601;12;12;12
2611;12;12;12
2621;12;12;12
2631;12;12;12
2641;12;12;12
2651;12;12;12
2661;12;12;12
2671;12;12;12
2681;12;12;12
2691;12;12;12
2701;12;12;12
2711;12;12;12
2721;12;12;12
2731;12;12;12
2741;12;12;12
2751;12;12;12
2761;12;12;12
2771;12;12;12
2781;12;12;12
2791;12;12;12
2801;12;12;12
2811;12;12;12
2821;12;12;12
2831;12;12;12
2841;12;12;12
2851;12;12;12
2861;12;12;12
2871;12;12;12
2881;12;12;12
2891;12;12;12
2901;12;12;12
2911;12;12;12
2921;12;12;12
2931;12;12;12
2941;12;12;12
2951;12;12;12
2961;12;12;12
2971;12;12;12
2981;12;12;12
2991;12;12;12
3001;12;12;12
3011;12;12;12
3021;12;12;12
3031;12;12;12
3041;12;12;12
3051;12;12;12
3061;12;12;12
3071;12;12;12
3081;12;12;12
3091;12;12;12
3101;12;12;12
3111;12;12;12
3121;12;12;12
3131;12;12;12
3141;12;12;12
3151;12;12;12
3161;12;12;12
3171;12;12;12
3181;12;12;12
3191;12;12;12
3201;12;12;12
3211;12;12;12
3221;12;12;12
3231;12;12;12
3241;12;12;12
3251;12;12;12
3261;12;12;12
3271;12;12;12
3281;12;12;12
3291;12;12;12
3301;12;12;12
3311;12;12;12
3321;12;12;12
3331;12;12;12
3341;12;12;12
3351;12;12;12
3361;12;12;12
3371;12;12;12
3381;12;12;12
3391;12;12;12
3401;12;12;12
3411;12;12;12
3421;12;12;12
3431;12;12;12
3441;12;12;12
3451;12;12;12
3461;12;12;12
3471;12;12;12
3481;12;12;12
3491;12;12;12
3501;12;12;12
3511;12;12;12
3521;12;12;12
3531;12;12;12
3541;12;12;12
3551;12;12;12
3561;12;12;12
3571;12;12;12
3581;12;12;12
3591;12;12;12
3601;12;12;12
3611;12;12;12
3621;12;12;12
3631;12;12;12
3641;12;12;12
3651;12;12;12
3661;12;12;12
3671;12;12;12
3681;12;12;12
3691;12;12;12
3701;12;12;12
3711;12;12;12
3721;12;12;12
3731;12;12;12
3741;12;12;12
3751;12;12;12
3761;12;12;12
3771;12;12;12
3781;12;12;12
3791;12;12;12
3801;12;12;12
3811;12;12;12
3821;12;12;12
3831;12;12;12
3841;12;12;12
3851;12;12;12
3861;12;12;12
3871;12;12;12
3881;12;12;12
3891;12;12;12
3901;12;12;12
3911;12;12;12
3921;12;12;12
3931;12;12;12
3941;12;12;12
3951;12;12;12
3961;12;12;12
3971;12;12;12
3981;12;12;12
3991;12;12;12
4001;12;12;12
4011;12;12;12
4021;12;12;12
4031;12;12;12
4041;12;12;12
4051;12;12;12
4061;12;12;12
4071;12;12;12
4081;12;12;12
4091;12;12;12
4101;13;13;13
4111;13;13;13
4121;13;13;13
4131;13;13;13
4141;13;13;13
4151;13;13;13
4161;13;13;13
4171;13;13;13
4181;13;13;13
4191;13;13;13
4201;13;13;13
4211;13;13;13
4221;13;13;13
4231;13;13;13
4241;13;13;13
4251;13;13;13
4261;13;13;13
4271;13;13;13
4281;13;13;13
4291;13;13;13
4301;13;13;13
4311;13;13;13
4321;13;13;13
4331;13;13;13
4341;13;13;13
4351;13;13;13
4361;13;13;13
4371;13;13;13
4381;13;13;13
4391;13;13;13
4401;13;13;13
4411;13;13;13
4421;13;13;13
4431;13;13;13
4441;13;13;13
4451;13;13;13
4461;13;13;13
4471;13;13;13
4481;13;13;13
4491;13;13;13
4501;13;13;13
4511;13;13;13
4521;13;13;13
4531;13;13;13
4541;13;13;13
4551;13;13;13
4561;13;13;13
4571;13;13;13
4581;13;13;13
4591;13;13;13
4601;13;13;13
4611;13;13;13
4621;13;13;13
4631;13;13;13
4641;13;13;13
4651;13;13;13
4661;13;13;13
4671;13;13;13
4681;13;13;13
4691;13;13;13
4701;13;13;13
4711;13;13;13
4721;13;13;13
4731;13;13;13
4741;13;13;13
4751;13;13;13
4761;13;13;13
4771;13;13;13
4781;13;13;13
4791;13;13;13
4801;13;13;13
4811;13;13;13
4821;13;13;13
4831;13;13;13
4841;13;13;13
4851;13;13;13
4861;13;13;13
4871;13;13;13
4881;13;13;13
4891;13;13;13
4901;13;13;13
4911;13;13;13
4921;13;13;13
4931;13;13;13
4941;13;13;13
4951;13;13;13
4961;13;13;13
4971;13;13;13
4981;13;13;13
4991;13;13;13
5001;13;13;13
5011;13;13;13
5021;13;13;13
5031;13;13;13
5041;13;13;13
5051;13;13;13
5061;13;13;13
5071;13;13;13
5081;13;13;13
5091;13;13;13
5101;13;13;13
5111;13;13;13
5121;13;13;13
5131;13;13;13
5141;13;13;13
5151;13;13;13
5161;13;13;13
5171;13;13;13
5181;13;13;13
5191;13;13;13
5201;13;13;13
5211;13;13;13
5221;13;13;13
5231;13;13;13
5241;13;13;13
5251;13;13;13
5261;13;13;13
5271;13;13;13
5281;13;13;13
5291;13;13;13
5301;13;13;13
5311;13;13;13
5321;13;13;13
5331;13;13;13
5341;13;13;13
5351;13;13;13
5361;13;13;13
5371;13;13;13
5381;13;13;13
5391;13;13;13
5401;13;13;13
5411;13;13;13
5421;13;13;13
5431;13;13;13
5441;13;13;13
5451;13;13;13
5461;13;13;13
5471;13;13;13
5481;13;13;13
5491;13;13;13
5501;13;13;13
5511;13;13;13
5521;13;13;13
5531;13;13;13
5541;13;13;13
5551;13;13;13
5561;13;13;13
5571;13;13;13
5581;13;13;13
5591;13;13;13
5601;13;13;13
5611;13;13;13
5621;13;13;13
5631;13;13;13
5641;13;13;13
5651;13;13;13
5661;13;13;13
5671;13;13;13
5681;13;13;13
5691;13;13;13
5701;13;13;13
5711;13;13;13
5721;13;13;13
5731;13;13;13
5741;13;13;13
5751;13;13;13
5761;13;13;13
5771;13;13;13
5781;13;13;13
5791;13;13;13
5801;13;13;13
5811;13;13;13
5821;13;13;13
5831;13;13;13
5841;13;13;13
5851;13;13;13
5861;13;13;13
5871;13;13;13
5881;13;13;13
